# t numerical exact difference
3.624 7.90589 7.90734 0.00145346
3.625 7.9087 7.91016 0.00145397
3.626 7.91151 7.91297 0.00145448
3.627 7.91433 7.91578 0.00145499
3.628 7.91714 7.9186 0.0014555
3.629 7.91995 7.92141 0.001456
3.63 7.92277 7.92422 0.00145651
3.631 7.92558 7.92704 0.00145702
3.632 7.9284 7.92986 0.00145753
3.633 7.93121 7.93267 0.00145804
3.634 7.93403 7.93549 0.00145855
3.635 7.93685 7.93831 0.00145906
3.636 7.93966 7.94112 0.00145957
3.637 7.94248 7.94394 0.00146008
3.638 7.9453 7.94676 0.00146058
3.639 7.94812 7.94958 0.00146109
3.64 7.95094 7.9524 0.0014616
3.641 7.95376 7.95522 0.00146211
3.642 7.95658 7.95804 0.00146262
3.643 7.9594 7.96086 0.00146313
3.644 7.96222 7.96368 0.00146364
3.645 7.96504 7.96651 0.00146415
3.646 7.96786 7.96933 0.00146466
3.647 7.97069 7.97215 0.00146517
3.648 7.97351 7.97498 0.00146568
3.649 7.97633 7.9778 0.00146619
3.65 7.97916 7.98062 0.0014667
3.651 7.98198 7.98345 0.00146721
3.652 7.98481 7.98628 0.00146772
3.653 7.98763 7.9891 0.00146822
3.654 7.99046 7.99193 0.00146873
3.655 7.99329 7.99476 0.00146924
3.656 7.99611 7.99758 0.00146975
3.657 7.99894 8.00041 0.00147026
3.658 8.00177 8.00324 0.00147077
3.659 8.0046 8.00607 0.00147128
3.66 8.00743 8.0089 0.00147179
3.661 8.01026 8.01173 0.0014723
3.662 8.01309 8.01456 0.00147281
3.663 8.01592 8.01739 0.00147332
3.664 8.01875 8.02022 0.00147383
3.665 8.02158 8.02306 0.00147434
3.666 8.02441 8.02589 0.00147485
3.667 8.02725 8.02872 0.00147537
3.668 8.03008 8.03156 0.00147588
3.669 8.03291 8.03439 0.00147639
3.67 8.03575 8.03722 0.0014769
3.671 8.03858 8.04006 0.00147741
3.672 8.04142 8.0429 0.00147792
3.673 8.04425 8.04573 0.00147843
3.674 8.04709 8.04857 0.00147894
3.675 8.04993 8.05141 0.00147945
3.676 8.05276 8.05424 0.00147996
3.677 8.0556 8.05708 0.00148047
3.678 8.05844 8.05992 0.00148098
3.679 8.06128 8.06276 0.00148149
3.68 8.06412 8.0656 0.001482
3.681 8.06696 8.06844 0.00148251
3.682 8.0698 8.07128 0.00148303
3.683 8.07264 8.07412 0.00148354
3.684 8.07548 8.07696 0.00148405
3.685 8.07832 8.07981 0.00148456
3.686 8.08116 8.08265 0.00148507
3.687 8.08401 8.08549 0.00148558
3.688 8.08685 8.08834 0.00148609
3.689 8.08969 8.09118 0.0014866
3.69 8.09254 8.09402 0.00148711
3.691 8.09538 8.09687 0.00148763
3.692 8.09823 8.09972 0.00148814
3.693 8.10107 8.10256 0.00148865
3.694 8.10392 8.10541 0.00148916
3.695 8.10677 8.10826 0.00148967
3.696 8.10961 8.1111 0.00149018
3.697 8.11246 8.11395 0.00149069
3.698 8.11531 8.1168 0.00149121
3.699 8.11816 8.11965 0.00149172
3.7 8.12101 8.1225 0.00149223
3.701 8.12386 8.12535 0.00149274
3.702 8.12671 8.1282 0.00149325
3.703 8.12956 8.13105 0.00149377
3.704 8.13241 8.1339 0.00149428
3.705 8.13526 8.13676 0.00149479
3.706 8.13811 8.13961 0.0014953
3.707 8.14097 8.14246 0.00149581
3.708 8.14382 8.14532 0.00149633
3.709 8.14667 8.14817 0.00149684
3.71 8.14953 8.15102 0.00149735
3.711 8.15238 8.15388 0.00149786
3.712 8.15524 8.15674 0.00149837
3.713 8.15809 8.15959 0.00149889
3.714 8.16095 8.16245 0.0014994
3.715 8.16381 8.16531 0.00149991
3.716 8.16666 8.16816 0.00150042
3.717 8.16952 8.17102 0.00150094
3.718 8.17238 8.17388 0.00150145
3.719 8.17524 8.17674 0.00150196
3.72 8.1781 8.1796 0.00150247
3.721 8.18096 8.18246 0.00150299
3.722 8.18382 8.18532 0.0015035
3.723 8.18668 8.18818 0.00150401
3.724 8.18954 8.19104 0.00150453
3.725 8.1924 8.19391 0.00150504
3.726 8.19526 8.19677 0.00150555
3.727 8.19813 8.19963 0.00150606
3.728 8.20099 8.2025 0.00150658
3.729 8.20385 8.20536 0.00150709
3.73 8.20672 8.20822 0.0015076
3.731 8.20958 8.21109 0.00150812
3.732 8.21245 8.21396 0.00150863
3.733 8.21531 8.21682 0.00150914
3.734 8.21818 8.21969 0.00150966
3.735 8.22105 8.22256 0.00151017
3.736 8.22391 8.22542 0.00151068
3.737 8.22678 8.22829 0.0015112
3.738 8.22965 8.23116 0.00151171
3.739 8.23252 8.23403 0.00151222
3.74 8.23539 8.2369 0.00151274
3.741 8.23826 8.23977 0.00151325
3.742 8.24113 8.24264 0.00151376
3.743 8.244 8.24551 0.00151428
3.744 8.24687 8.24838 0.00151479
3.745 8.24974 8.25126 0.0015153
3.746 8.25261 8.25413 0.00151582
3.747 8.25549 8.257 0.00151633
3.748 8.25836 8.25988 0.00151685
3.749 8.26123 8.26275 0.00151736
3.75 8.26411 8.26562 0.00151787
3.751 8.26698 8.2685 0.00151839
3.752 8.26986 8.27138 0.0015189
3.753 8.27273 8.27425 0.00151942
3.754 8.27561 8.27713 0.00151993
3.755 8.27849 8.28001 0.00152044
3.756 8.28136 8.28288 0.00152096
3.757 8.28424 8.28576 0.00152147
3.758 8.28712 8.28864 0.00152199
3.759 8.29 8.29152 0.0015225
3.76 8.29288 8.2944 0.00152302
3.761 8.29576 8.29728 0.00152353
3.762 8.29864 8.30016 0.00152404
3.763 8.30152 8.30304 0.00152456
3.764 8.3044 8.30592 0.00152507
3.765 8.30728 8.30881 0.00152559
3.766 8.31016 8.31169 0.0015261
3.767 8.31305 8.31457 0.00152662
3.768 8.31593 8.31746 0.00152713
3.769 8.31881 8.32034 0.00152765
3.77 8.3217 8.32322 0.00152816
3.771 8.32458 8.32611 0.00152868
3.772 8.32747 8.329 0.00152919
3.773 8.33035 8.33188 0.00152971
3.774 8.33324 8.33477 0.00153022
3.775 8.33613 8.33766 0.00153074
3.776 8.33901 8.34054 0.00153125
3.777 8.3419 8.34343 0.00153177
3.778 8.34479 8.34632 0.00153228
3.779 8.34768 8.34921 0.0015328
3.78 8.35057 8.3521 0.00153331
3.781 8.35346 8.35499 0.00153383
3.782 8.35635 8.35788 0.00153434
3.783 8.35924 8.36077 0.00153486
3.784 8.36213 8.36366 0.00153537
3.785 8.36502 8.36656 0.00153589
3.786 8.36791 8.36945 0.0015364
3.787 8.37081 8.37234 0.00153692
3.788 8.3737 8.37524 0.00153744
3.789 8.37659 8.37813 0.00153795
3.79 8.37949 8.38102 0.00153847
3.791 8.38238 8.38392 0.00153898
3.792 8.38528 8.38682 0.0015395
3.793 8.38817 8.38971 0.00154001
3.794 8.39107 8.39261 0.00154053
3.795 8.39397 8.39551 0.00154105
3.796 8.39686 8.3984 0.00154156
3.797 8.39976 8.4013 0.00154208
3.798 8.40266 8.4042 0.00154259
3.799 8.40556 8.4071 0.00154311
3.8 8.40846 8.41 0.00154363
3.801 8.41136 8.4129 0.00154414
3.802 8.41426 8.4158 0.00154466
3.803 8.41716 8.4187 0.00154518
3.804 8.42006 8.4216 0.00154569
3.805 8.42296 8.42451 0.00154621
3.806 8.42586 8.42741 0.00154672
3.807 8.42877 8.43031 0.00154724
3.808 8.43167 8.43322 0.00154776
3.809 8.43457 8.43612 0.00154827
3.81 8.43748 8.43902 0.00154879
3.811 8.44038 8.44193 0.00154931
3.812 8.44329 8.44484 0.00154982
3.813 8.44619 8.44774 0.00155034
3.814 8.4491 8.45065 0.00155086
3.815 8.452 8.45356 0.00155137
3.816 8.45491 8.45646 0.00155189
3.817 8.45782 8.45937 0.00155241
3.818 8.46073 8.46228 0.00155292
3.819 8.46364 8.46519 0.00155344
3.82 8.46655 8.4681 0.00155396
3.821 8.46946 8.47101 0.00155447
3.822 8.47237 8.47392 0.00155499
3.823 8.47528 8.47683 0.00155551
3.824 8.47819 8.47974 0.00155603
3.825 8.4811 8.48266 0.00155654
3.826 8.48401 8.48557 0.00155706
3.827 8.48692 8.48848 0.00155758
3.828 8.48984 8.4914 0.0015581
3.829 8.49275 8.49431 0.00155861
3.83 8.49567 8.49722 0.00155913
3.831 8.49858 8.50014 0.00155965
3.832 8.5015 8.50306 0.00156016
3.833 8.50441 8.50597 0.00156068
3.834 8.50733 8.50889 0.0015612
3.835 8.51024 8.51181 0.00156172
3.836 8.51316 8.51472 0.00156224
3.837 8.51608 8.51764 0.00156275
3.838 8.519 8.52056 0.00156327
3.839 8.52192 8.52348 0.00156379
3.84 8.52484 8.5264 0.00156431
3.841 8.52776 8.52932 0.00156482
3.842 8.53068 8.53224 0.00156534
3.843 8.5336 8.53516 0.00156586
3.844 8.53652 8.53808 0.00156638
3.845 8.53944 8.54101 0.0015669
3.846 8.54236 8.54393 0.00156741
3.847 8.54528 8.54685 0.00156793
3.848 8.54821 8.54978 0.00156845
3.849 8.55113 8.5527 0.00156897
3.85 8.55406 8.55562 0.00156949
3.851 8.55698 8.55855 0.00157001
3.852 8.55991 8.56148 0.00157052
3.853 8.56283 8.5644 0.00157104
3.854 8.56576 8.56733 0.00157156
3.855 8.56868 8.57026 0.00157208
3.856 8.57161 8.57318 0.0015726
3.857 8.57454 8.57611 0.00157312
3.858 8.57747 8.57904 0.00157363
3.859 8.5804 8.58197 0.00157415
3.86 8.58333 8.5849 0.00157467
3.861 8.58626 8.58783 0.00157519
3.862 8.58919 8.59076 0.00157571
3.863 8.59212 8.59369 0.00157623
3.864 8.59505 8.59662 0.00157675
3.865 8.59798 8.59956 0.00157727
3.866 8.60091 8.60249 0.00157778
3.867 8.60384 8.60542 0.0015783
3.868 8.60678 8.60836 0.00157882
3.869 8.60971 8.61129 0.00157934
3.87 8.61265 8.61422 0.00157986
